feedback_id,course_id,professor_id,semester,rating_clarity,rating_workload,rating_interaction,rating_attendance_strictness,rating_assignments,overall_rating,course_organization,comment
17704,19,17,2024B,6,6,6,9,6,6,5,
17705,77,29,2024B,8,3,3,9,3,5,7,
17706,25,74,2024B,9,2,4,9,6,5,2,
17707,81,21,2024B,6,1,5,10,2,5,8,
17708,91,16,2024B,2,7,4,7,3,4,8,
17709,108,1,2023A,3,8,2,9,10,6,7,
17710,1,75,2024B,3,7,9,5,2,6,8,
17711,101,48,2023A,9,2,5,5,8,6,4,
17712,66,4,2023A,2,3,7,3,2,4,4,
17713,21,76,2024B,9,10,10,1,7,9,10,
17714,60,62,2025A,10,9,10,1,2,7,5,
17715,72,31,2023A,10,9,9,5,3,7,6,
17716,112,69,2024B,4,2,9,5,3,4,2,
17717,5,46,2025A,5,8,6,6,6,6,7,
17718,97,37,2024B,7,3,4,10,8,6,5,
17719,108,79,2024B,10,5,3,5,6,5,2,
17720,24,63,2024A,4,3,4,1,9,5,3,
17721,53,67,2023B,3,1,10,10,7,7,7,
17722,103,30,2023A,8,8,10,4,7,7,4,
17723,48,37,2024A,3,7,6,2,9,6,4,
17724,6,76,2024A,6,4,10,9,7,8,9,
17725,85,47,2023A,9,3,6,4,7,7,7,
17726,115,47,2023A,2,5,6,1,10,6,5,
17727,24,38,2025A,6,2,5,5,4,6,7,
17728,59,19,2023B,2,8,2,2,9,4,4,
17729,3,46,2025A,2,1,9,4,2,5,6,
17730,19,24,2024B,2,10,2,10,3,4,10,
17731,94,12,2024B,3,3,10,1,5,7,10,
17732,23,6,2023A,2,10,2,5,7,4,4,
17733,76,46,2023B,8,8,9,4,8,8,9,
17734,31,60,2024B,4,5,4,3,9,5,2,
17735,47,72,2024A,9,4,10,7,9,9,8,
17736,26,16,2024B,5,6,8,10,3,6,7,
17737,33,54,2024B,6,6,8,10,8,6,2,
17738,99,18,2024A,8,10,4,7,3,4,2,
17739,7,10,2023A,8,10,2,1,6,5,5,
17740,1,45,2024A,9,8,4,8,6,7,8,
17741,73,61,2023A,10,2,7,7,10,8,6,
17742,44,4,2024B,2,6,8,2,3,5,6,
17743,9,79,2025A,7,4,9,1,4,6,5,
17744,69,24,2023A,10,7,9,7,9,8,4,
17745,89,33,2023A,5,6,3,10,2,5,10,
17746,103,66,2024B,5,9,3,10,7,6,8,
17747,112,29,2023B,4,7,10,2,7,8,9,
17748,24,14,2025A,8,10,7,3,8,8,10,
17749,90,55,2023B,7,1,7,4,6,7,7,
17750,21,36,2025A,6,5,7,7,9,7,7,
17751,52,54,2025A,10,3,6,5,5,7,7,
17752,106,17,2023A,2,1,10,1,10,6,4,
17753,92,44,2023B,9,3,8,8,7,7,4,
17754,1,74,2024B,2,10,2,2,2,3,5,
17755,20,60,2024A,3,7,7,7,9,6,3,
17756,41,48,2025A,7,1,8,5,2,5,2,
17757,111,65,2023B,6,4,9,3,7,7,5,
17758,50,8,2023A,7,4,9,6,9,7,2,
17759,32,72,2025A,10,2,9,8,6,7,2,
17760,47,37,2025A,9,6,10,4,9,10,10,
17761,61,14,2024B,9,4,5,3,2,5,4,
17762,51,26,2024A,8,2,4,1,10,8,8,
17763,53,63,2024B,8,9,2,5,4,5,5,
17764,87,59,2023A,8,7,5,9,2,4,3,
17765,37,46,2024B,9,5,9,3,3,6,4,
17766,37,11,2024A,9,4,7,1,3,7,9,
17767,33,24,2024A,5,1,8,5,10,8,9,
17768,22,21,2024B,2,2,6,3,8,4,2,
17769,90,43,2024A,8,4,5,1,8,7,7,
17770,61,50,2024B,5,5,2,6,5,4,4,
17771,96,61,2023B,10,1,9,5,2,8,10,
17772,58,22,2025A,6,3,6,6,2,4,4,
17773,111,47,2023A,5,10,2,4,5,6,10,
17774,61,49,2024B,7,4,2,9,5,6,9,
17775,42,10,2024B,8,4,3,4,7,5,2,
17776,40,47,2024A,9,10,5,10,8,6,3,
17777,34,28,2023A,7,4,8,8,2,5,3,
17778,106,17,2024A,10,10,3,10,8,8,9,
17779,90,1,2023A,5,5,4,4,8,6,9,
17780,59,31,2023A,4,7,3,3,7,4,4,
17781,102,65,2023A,2,10,2,7,3,4,7,
17782,47,73,2024A,4,5,2,2,3,4,5,
17783,117,41,2023B,3,5,4,3,6,4,4,
17784,41,75,2024A,5,5,7,1,4,4,2,
17785,45,74,2024B,10,2,5,2,10,7,2,
17786,44,23,2023B,5,3,6,4,2,6,10,
17787,5,68,2023A,4,8,6,4,2,5,9,
17788,77,41,2025A,6,10,9,8,4,6,4,
17789,108,16,2023B,10,4,9,8,3,7,5,
17790,91,68,2025A,7,10,7,9,8,8,8,
17791,48,4,2023A,3,6,8,4,9,6,3,
17792,67,30,2024B,4,8,8,8,8,7,8,
17793,72,11,2023B,4,4,4,8,9,5,4,
17794,89,68,2023B,10,2,5,10,4,7,9,
17795,38,51,2023A,9,2,8,7,6,7,5,
17796,61,61,2023B,8,7,10,10,8,7,3,
17797,74,18,2023B,7,10,4,1,4,5,5,
17798,56,36,2025A,7,6,9,3,4,7,7,
17799,68,43,2023A,6,1,6,9,4,5,3,
17800,79,39,2024B,6,4,10,6,5,7,8,
17801,88,80,2025A,8,9,8,8,7,8,7,
17802,78,38,2023B,5,6,3,7,4,4,2,
17803,99,74,2025A,3,10,8,8,7,7,9,
17804,41,62,2025A,4,4,7,9,4,5,4,
17805,118,52,2024B,7,3,6,2,10,7,6,
17806,102,49,2024A,9,5,8,4,9,9,10,
17807,9,17,2024A,8,9,5,6,2,6,8,
17808,21,18,2025A,8,4,8,1,7,8,8,
17809,6,5,2025A,3,5,8,9,2,6,10,
17810,76,79,2024A,6,8,6,3,8,6,2,
17811,60,40,2025A,7,1,3,7,7,6,6,
17812,22,23,2025A,10,2,8,3,5,7,5,
17813,51,8,2024A,10,4,3,10,10,8,8,
17814,42,13,2024A,7,3,7,5,3,6,9,
17815,4,24,2024B,2,2,10,6,8,8,10,
17816,117,9,2024B,2,3,10,3,10,6,3,
17817,38,24,2025A,2,7,7,7,10,6,6,
17818,24,40,2025A,8,8,7,3,4,5,2,
17819,98,31,2023B,10,6,5,1,7,8,9,
17820,86,20,2024B,4,3,3,2,5,4,4,
17821,93,63,2023B,3,4,2,10,6,5,8,
17822,95,11,2025A,5,6,7,6,4,6,8,
17823,42,6,2023B,4,4,5,5,5,6,10,
17824,46,50,2023A,6,2,6,4,4,6,7,
17825,38,29,2024B,9,2,8,2,5,7,5,
17826,97,36,2024B,3,7,4,6,7,5,6,
17827,44,32,2023B,3,2,8,4,9,6,5,
17828,120,62,2023A,5,10,5,7,3,5,7,
17829,27,67,2023A,4,1,10,7,5,6,3,
17830,114,64,2024B,5,6,8,2,6,6,4,
17831,43,61,2024B,2,10,3,4,2,4,9,
17832,104,36,2025A,10,9,3,9,10,6,3,
17833,12,28,2025A,8,5,9,3,9,7,3,
17834,57,48,2023B,10,2,9,5,5,7,5,
17835,48,35,2024B,5,8,10,3,4,5,2,
17836,45,78,2024A,7,6,6,8,9,8,10,
17837,113,28,2024B,5,3,4,8,5,5,6,
17838,84,79,2024B,5,10,9,5,9,8,8,
17839,92,80,2024B,8,6,10,5,5,8,10,
17840,15,1,2023B,9,4,4,10,9,7,5,
17841,17,67,2024B,6,1,6,8,6,6,5,
17842,71,46,2023A,8,6,6,5,8,8,9,
17843,115,50,2024A,10,1,2,4,2,4,2,
17844,37,63,2023A,9,3,7,9,2,6,7,
17845,103,15,2023A,4,9,6,7,3,6,9,
17846,72,23,2023B,2,8,3,5,3,4,9,
17847,100,60,2023A,8,2,9,7,8,8,7,
17848,4,25,2024B,3,6,5,6,4,4,3,
17849,11,17,2024B,8,5,7,10,2,6,6,
17850,13,3,2025A,3,1,9,10,3,4,2,
17851,29,3,2024A,6,6,10,10,9,8,5,
17852,112,57,2025A,6,2,7,6,2,6,8,
17853,103,79,2023A,9,5,4,8,10,8,7,
17854,89,8,2023A,7,10,8,7,8,7,4,
17855,86,17,2023B,7,5,7,3,5,7,10,
17856,89,60,2024B,2,5,7,9,2,4,4,
17857,45,34,2024A,7,3,5,9,6,7,10,
17858,100,17,2023A,5,1,2,6,6,4,3,
17859,55,36,2023B,3,6,2,1,3,4,8,
17860,37,8,2023A,3,1,9,3,9,6,3,
17861,88,45,2023A,5,2,4,8,7,6,9,
17862,12,23,2024A,8,3,3,4,4,6,9,
17863,63,35,2023B,10,9,8,2,5,6,3,
17864,78,59,2024B,3,7,2,3,7,5,7,
17865,114,20,2024B,3,5,9,1,6,5,2,
17866,35,47,2024B,6,9,5,5,4,4,2,
17867,66,56,2023A,10,1,3,7,9,7,6,
17868,69,72,2023A,3,2,9,10,9,8,9,
17869,93,62,2024A,6,1,3,9,2,4,3,
17870,32,52,2023B,8,4,8,10,4,6,6,
17871,35,76,2024B,7,4,5,1,7,6,7,
17872,56,33,2024B,3,1,6,5,6,6,9,
17873,46,32,2023A,10,2,9,10,9,8,2,
17874,112,30,2023A,8,2,9,10,9,9,10,
17875,94,68,2024A,6,2,2,9,7,4,3,
17876,25,10,2025A,4,4,3,1,3,4,7,
17877,34,77,2023A,10,5,6,4,5,6,4,
17878,1,46,2023A,2,7,2,6,10,5,7,
17879,32,61,2023B,10,1,8,6,4,6,3,
17880,96,56,2024B,7,4,6,5,2,4,3,
17881,95,27,2025A,3,4,2,1,2,2,2,
17882,48,25,2024A,3,6,4,5,4,4,5,
17883,46,57,2025A,2,5,3,10,5,3,3,
17884,12,58,2025A,8,8,4,5,8,7,7,
17885,35,30,2023A,7,8,8,7,5,8,10,
17886,120,31,2023A,2,9,5,6,10,6,7,
17887,104,67,2024A,9,3,3,7,7,7,8,
17888,19,3,2023B,10,7,6,6,7,8,8,
17889,69,7,2023B,10,7,7,8,8,8,9,
17890,63,35,2024A,7,2,5,2,6,6,6,
17891,11,50,2025A,10,7,9,10,3,8,9,
17892,81,48,2025A,9,10,3,7,7,6,5,
17893,79,70,2023B,10,3,2,4,2,4,4,
17894,103,12,2023B,3,10,9,5,6,7,9,
17895,83,54,2025A,8,4,10,5,5,6,3,
17896,120,24,2024B,10,3,6,6,6,6,4,
17897,16,74,2023B,9,1,7,5,9,8,7,
17898,98,14,2025A,7,3,2,4,7,6,9,
17899,79,7,2023B,3,7,4,7,7,6,10,
17900,81,70,2024A,3,2,2,1,9,5,5,
17901,106,15,2023A,4,8,6,3,10,7,7,
17902,112,52,2023A,2,7,3,9,2,4,9,
17903,93,54,2025A,10,4,5,2,8,8,8,
17904,8,21,2024A,7,10,9,2,4,6,4,
17905,40,49,2023A,8,7,8,3,9,8,5,
17906,2,57,2024A,6,7,3,2,8,6,8,
17907,33,63,2024A,5,3,9,8,4,5,2,
17908,13,37,2023A,10,2,10,2,4,6,2,
17909,47,62,2023B,2,3,6,2,10,5,2,
17910,30,37,2025A,2,3,8,7,2,5,7,
17911,82,13,2023A,6,9,10,7,8,8,10,
17912,3,3,2023B,7,1,3,1,9,6,5,
17913,55,60,2023B,5,7,7,5,5,6,9,
17914,32,31,2023B,5,3,5,9,6,6,10,
17915,78,42,2024A,8,4,9,4,6,8,7,
17916,112,8,2023B,5,5,3,7,6,4,2,
17917,10,18,2023B,9,6,7,9,10,8,7,
17918,64,5,2023A,4,4,7,9,4,6,9,
17919,59,35,2023A,7,7,4,1,7,5,3,
17920,119,28,2023A,10,1,6,1,6,8,10,
17921,101,12,2025A,5,10,10,1,8,7,6,
17922,16,51,2023A,10,1,3,2,2,6,9,
17923,49,3,2024A,2,4,6,8,9,7,10,
17924,4,39,2024A,6,8,7,4,2,5,4,
17925,62,26,2024B,2,10,8,1,4,4,3,
17926,90,31,2024B,7,8,3,1,3,4,5,
17927,33,44,2024B,6,4,2,3,2,3,2,
17928,57,77,2023A,7,2,5,9,10,6,3,
17929,60,70,2024B,2,4,2,1,3,4,9,
17930,90,37,2024B,10,3,4,2,7,6,3,
17931,104,31,2024B,6,3,10,4,3,7,8,
17932,67,57,2025A,6,7,2,7,8,5,5,
17933,78,60,2025A,8,7,6,1,3,6,7,
17934,32,38,2025A,10,6,3,7,10,7,4,
17935,12,21,2023B,2,5,6,5,3,5,10,
17936,93,23,2024B,4,7,8,10,4,5,5,
17937,102,15,2023A,2,7,7,3,7,6,8,
17938,104,3,2023A,3,1,5,7,9,6,7,
17939,78,43,2024B,10,6,9,9,4,6,3,
17940,90,50,2024B,4,10,7,6,10,8,9,
17941,103,70,2023A,9,5,9,1,7,8,9,
17942,15,20,2024B,7,5,4,9,9,7,8,
17943,109,47,2024A,3,1,4,5,5,6,10,
17944,65,48,2024A,10,2,5,2,5,7,8,
17945,61,43,2023B,7,8,3,9,6,5,5,
17946,19,42,2024A,7,10,9,4,5,6,4,
17947,78,21,2024B,8,5,9,2,8,8,7,
17948,116,63,2024B,4,4,5,4,10,7,10,
17949,31,36,2024A,7,10,9,6,5,7,7,
17950,69,76,2024A,7,1,8,8,5,8,10,
17951,43,23,2024A,4,7,3,1,3,3,2,
17952,11,33,2023B,10,9,9,8,7,8,6,
17953,85,21,2024B,7,5,8,6,9,8,6,
17954,67,66,2024A,9,4,7,9,4,6,4,
17955,67,8,2024A,9,1,4,1,2,5,4,
17956,6,44,2023A,6,10,9,2,3,6,4,
17957,69,65,2024B,3,9,3,2,4,4,8,
17958,106,41,2024B,8,7,5,1,9,6,3,
17959,92,22,2025A,7,6,4,7,4,5,4,
17960,89,8,2024A,7,5,4,1,6,6,5,
17961,16,5,2023B,3,10,10,7,5,6,6,
17962,31,78,2024A,3,1,5,5,8,6,6,
17963,119,58,2025A,5,1,6,8,7,5,2,
17964,25,34,2023B,2,5,7,10,7,5,3,
17965,15,25,2025A,8,3,3,1,2,4,4,
17966,53,6,2023A,10,5,7,10,6,8,10,
17967,8,47,2024A,5,9,8,1,9,6,2,
17968,33,69,2024B,10,1,10,4,10,10,10,
17969,61,25,2024A,10,10,5,2,9,7,4,
17970,56,72,2024B,3,3,6,1,3,5,7,
17971,102,61,2024A,2,5,4,5,3,5,10,
17972,6,67,2023B,3,8,8,8,3,6,8,
17973,22,74,2024B,9,3,5,9,10,7,4,
17974,48,63,2025A,8,4,9,9,4,6,3,
17975,24,62,2023A,2,8,9,10,3,5,7,
17976,14,62,2024B,7,8,9,8,9,8,8,
17977,37,57,2023A,9,4,6,9,6,6,3,
17978,77,46,2025A,2,8,9,5,4,5,4,
17979,16,21,2024A,7,5,6,9,10,6,2,
17980,96,75,2025A,4,2,8,3,10,6,2,
17981,47,21,2024A,2,1,3,7,3,4,8,
17982,110,7,2024B,10,9,2,3,2,5,6,
17983,72,50,2024B,2,5,4,4,4,3,3,
17984,120,27,2023A,9,10,3,5,2,5,6,
17985,112,11,2024A,8,4,3,1,2,4,3,
17986,64,56,2024B,3,9,4,10,4,5,10,
17987,22,69,2023B,7,1,6,10,4,5,2,
17988,24,37,2023B,4,9,6,6,8,5,2,
17989,92,20,2024A,2,9,10,8,10,6,4,
17990,29,53,2024B,5,2,5,9,9,6,3,
17991,48,67,2025A,3,3,3,2,8,6,10,
17992,110,21,2023A,8,2,8,4,9,8,5,
17993,72,80,2024B,9,7,4,2,7,6,3,
17994,73,44,2024A,7,7,3,10,9,7,10,
17995,86,73,2025A,5,5,9,7,5,6,4,
17996,51,9,2025A,7,7,3,9,7,7,10,
17997,41,62,2023B,9,3,5,8,3,6,5,
17998,29,5,2025A,5,5,10,6,2,6,5,
17999,15,62,2023A,9,2,3,4,9,7,8,
18000,67,14,2025A,3,7,5,7,6,6,8,
18001,113,50,2023B,4,6,8,10,5,5,4,
18002,56,1,2023B,5,1,8,5,5,7,9,
18003,65,75,2024B,9,2,2,1,9,7,7,
18004,60,47,2025A,2,4,8,9,6,6,8,
18005,85,34,2023B,7,6,4,5,2,4,4,
18006,72,38,2025A,10,6,4,1,6,8,10,
18007,37,30,2024A,4,10,3,8,7,4,3,
18008,50,63,2025A,10,10,10,1,10,8,3,
18009,25,70,2023A,3,2,10,1,6,5,2,
18010,91,21,2024B,9,1,8,3,8,8,9,
18011,38,14,2025A,3,10,4,4,6,6,9,
18012,97,54,2025A,4,9,10,1,3,6,8,
18013,108,7,2024A,7,4,8,5,3,5,3,
18014,12,17,2024B,2,8,7,6,7,6,8,
18015,43,13,2023A,8,2,4,6,4,6,10,
18016,106,77,2023B,2,2,9,4,8,6,7,
18017,31,40,2023B,6,5,10,4,2,6,4,
18018,54,20,2024B,4,3,8,5,9,6,4,
18019,63,78,2024A,8,9,7,3,9,7,3,
18020,88,44,2024A,10,4,3,4,7,6,2,
18021,21,52,2024B,3,7,10,10,2,5,6,
18022,42,77,2024B,3,3,10,7,5,5,3,
18023,94,36,2024B,6,7,3,8,9,6,7,
18024,16,45,2024A,6,4,3,2,4,4,4,
18025,48,74,2023B,6,6,7,4,6,7,10,
18026,76,29,2023A,7,1,5,8,2,6,10,
18027,119,56,2024A,5,10,3,4,3,5,10,
18028,106,45,2024B,5,9,8,3,3,6,7,
18029,70,21,2023B,9,2,6,8,4,6,5,
18030,28,60,2024B,4,1,4,5,10,6,5,
18031,74,79,2023A,5,8,6,3,3,4,2,
18032,10,59,2023B,7,2,10,8,2,7,10,
18033,17,59,2023B,7,9,5,8,3,5,5,
18034,102,74,2023B,10,9,9,10,10,8,4,
18035,16,3,2024A,3,9,5,4,4,5,8,
18036,77,35,2025A,5,10,2,5,8,5,6,
18037,114,67,2024A,4,1,7,5,9,7,9,
18038,41,36,2023A,8,10,8,1,6,8,8,
18039,24,1,2024B,4,7,8,6,7,6,7,
18040,33,7,2025A,7,2,6,1,8,6,2,
18041,120,28,2024A,9,6,6,4,5,7,7,
18042,48,45,2025A,4,2,9,7,10,7,5,
18043,79,21,2023B,5,9,7,5,5,6,8,
18044,76,41,2024B,2,5,7,2,7,5,3,
18045,106,70,2025A,10,8,7,7,10,7,2,
18046,76,77,2024A,2,6,8,1,6,4,2,
18047,16,80,2023B,10,7,6,6,2,5,2,
18048,111,74,2024B,4,7,4,3,10,7,10,
18049,53,8,2024B,2,3,4,9,4,4,4,
18050,23,2,2023A,5,8,7,2,3,6,7,
18051,88,37,2025A,10,4,8,10,3,6,5,
18052,16,78,2025A,8,3,3,1,7,5,2,
18053,51,19,2023B,7,10,5,9,7,6,3,
18054,69,47,2023A,9,1,6,3,8,8,8,
18055,104,37,2023B,6,2,6,6,6,5,2,
18056,20,22,2023A,10,4,9,1,7,8,4,
18057,43,2,2025A,7,2,6,6,6,5,2,
18058,24,6,2023A,7,6,2,6,4,4,5,
18059,64,56,2024A,6,1,3,10,10,5,2,
18060,87,7,2024B,8,10,8,9,5,6,4,
18061,74,67,2023A,9,8,8,6,5,7,6,
18062,32,23,2024A,3,3,2,7,8,4,4,
18063,81,67,2023B,7,7,4,6,4,6,7,
18064,5,41,2023A,9,3,9,8,5,6,3,
18065,54,14,2023B,10,5,10,1,2,8,8,
18066,104,16,2025A,9,2,10,10,9,8,2,
18067,70,53,2024A,9,8,8,1,10,9,9,
18068,62,62,2023B,3,5,10,7,2,6,7,
18069,109,70,2025A,4,2,10,8,3,6,9,
18070,39,72,2024B,8,4,7,6,9,8,7,
18071,95,58,2023A,4,2,8,2,7,6,5,
18072,92,54,2025A,6,10,9,10,7,7,5,
18073,113,71,2023B,6,5,9,1,6,7,7,
18074,84,4,2023B,8,7,5,4,7,6,3,
18075,37,6,2024A,4,2,6,7,8,7,9,
18076,1,22,2024B,8,4,10,6,9,7,2,
18077,110,31,2025A,8,9,4,10,9,6,5,
18078,45,4,2025A,8,10,2,1,5,4,3,
18079,32,61,2025A,2,5,3,8,4,3,4,
18080,10,38,2023B,2,3,3,7,6,4,6,
18081,24,75,2024A,5,1,2,6,2,5,10,
18082,65,32,2023B,8,5,6,7,10,7,3,
18083,33,14,2025A,6,9,6,2,4,4,2,
18084,17,9,2024B,2,9,4,3,9,5,5,
18085,9,33,2024A,7,4,9,9,2,5,2,
18086,116,22,2023A,2,1,10,3,4,6,10,
18087,63,59,2024A,7,10,2,1,2,3,2,
18088,96,1,2023A,5,8,9,3,8,6,2,
18089,109,25,2023B,3,3,5,4,10,5,2,
18090,50,56,2024A,9,5,9,8,10,8,5,
18091,26,47,2024B,8,5,9,7,7,8,7,
18092,83,34,2023A,6,2,10,10,9,8,6,
18093,37,46,2024B,8,2,9,1,10,8,4,
18094,114,7,2024B,2,3,5,5,8,5,5,
18095,56,14,2025A,7,5,4,2,10,7,6,
18096,33,1,2024B,4,4,5,9,2,3,2,
18097,106,15,2023A,2,6,3,7,2,2,3,
18098,58,52,2025A,9,7,5,7,9,8,10,
18099,78,26,2024B,2,8,6,6,7,6,7,
18100,3,66,2023B,5,3,8,1,10,7,4,
18101,110,33,2025A,10,10,4,5,8,7,6,
18102,82,40,2024B,9,5,3,4,3,6,8,
18103,18,73,2023B,8,4,3,4,9,6,6,
18104,55,40,2025A,5,1,3,10,7,5,5,
18105,46,24,2023B,10,3,8,4,2,7,7,
18106,35,30,2024B,7,7,2,10,8,6,5,
18107,37,35,2023B,2,9,9,2,5,6,7,
18108,7,24,2023B,6,6,4,6,2,5,7,
18109,34,74,2023B,8,1,10,1,3,6,5,
18110,58,69,2023A,9,9,2,5,7,7,10,
18111,101,35,2023B,5,10,9,8,7,8,9,
18112,53,16,2023B,7,9,8,1,5,6,2,
18113,60,15,2024B,9,8,5,9,8,6,4,
18114,66,24,2023A,6,10,7,10,5,6,5,
18115,32,62,2023B,4,1,7,10,2,4,3,
18116,77,5,2023A,6,9,4,2,5,6,10,
18117,40,5,2023B,9,9,3,10,5,6,7,
18118,1,2,2024A,6,9,7,7,2,6,10,
18119,118,73,2023B,10,5,3,5,4,6,9,
18120,116,42,2024B,7,2,8,7,10,8,9,
18121,78,5,2023B,4,7,6,7,9,6,6,
18122,64,75,2024B,2,7,7,6,3,5,7,
18123,78,14,2024A,10,1,2,1,6,6,5,
18124,61,55,2023A,9,6,8,6,7,7,4,
18125,43,45,2023A,8,2,5,1,7,6,3,
18126,47,2,2025A,2,5,10,8,6,6,6,
18127,35,19,2024B,9,6,8,6,6,8,7,
18128,119,11,2025A,9,5,5,7,4,5,2,
18129,15,10,2024A,7,2,6,10,7,8,10,
18130,7,72,2024B,7,7,8,8,7,7,5,
18131,13,66,2024B,4,8,2,7,5,5,10,
18132,49,49,2025A,6,9,9,2,3,5,2,
18133,46,1,2025A,4,8,3,10,3,3,2,
18134,73,80,2023A,6,9,4,1,10,6,2,
18135,38,40,2024A,3,5,9,4,6,6,7,
18136,76,50,2025A,5,3,5,3,10,7,7,
18137,81,53,2024B,7,5,8,5,3,7,10,
18138,17,77,2024B,7,2,4,7,8,6,7,
18139,17,71,2023B,7,8,9,4,9,8,8,
18140,105,12,2023B,4,9,6,9,10,6,3,
18141,104,11,2023A,4,10,10,1,9,8,7,
18142,39,13,2025A,3,3,3,8,7,5,6,
18143,48,33,2025A,5,8,3,6,7,6,7,
18144,113,62,2024A,2,4,7,2,3,4,4,
18145,58,50,2024A,4,5,10,4,3,5,2,
18146,78,60,2024B,8,4,3,4,6,5,4,
18147,39,37,2024A,8,5,4,3,5,6,8,
18148,32,77,2023A,6,10,5,10,7,6,7,
18149,69,33,2023A,3,2,8,6,7,5,3,
18150,25,26,2025A,7,2,5,7,5,6,6,
18151,35,42,2024B,3,2,7,8,7,5,3,
18152,99,44,2025A,4,3,3,3,4,4,3,
18153,101,8,2024A,9,10,7,1,10,9,10,
18154,119,50,2023A,9,6,5,7,8,6,3,
18155,26,38,2024A,5,9,8,9,6,5,2,
18156,93,1,2024A,5,1,6,4,5,5,5,
18157,103,70,2023A,3,6,9,1,4,6,7,
18158,113,8,2025A,4,7,3,6,9,6,8,
18159,30,78,2024A,3,2,8,7,2,4,5,
18160,99,23,2025A,5,5,7,6,10,8,9,
18161,115,74,2024A,6,8,10,9,6,7,6,
18162,65,14,2024A,6,10,5,5,4,6,8,
18163,88,36,2024B,4,3,10,7,2,5,5,
18164,106,73,2023B,4,2,7,7,10,6,2,
18165,64,28,2025A,3,7,6,5,10,7,10,
18166,101,1,2024B,7,5,5,5,9,6,4,
18167,84,63,2023A,9,8,4,1,5,7,9,
18168,26,7,2023B,2,4,5,9,7,5,5,
18169,58,31,2025A,9,5,3,4,5,5,3,
18170,59,4,2024B,2,6,10,6,6,6,5,
18171,45,71,2023B,9,6,5,4,4,7,10,
18172,81,47,2024B,3,1,4,10,7,6,8,
18173,55,69,2024A,7,1,9,9,5,7,8,
18174,92,67,2025A,9,5,3,9,2,4,4,
18175,64,74,2024B,10,6,2,5,8,6,4,
18176,75,4,2024B,4,2,7,2,6,5,4,
18177,65,39,2024A,10,3,4,3,9,8,7,
18178,80,72,2023B,9,1,3,4,3,4,2,
18179,96,30,2025A,7,2,2,5,6,5,4,
18180,117,44,2024B,3,2,3,3,8,4,2,
18181,7,50,2025A,4,1,8,2,6,6,8,
18182,110,11,2023B,9,7,7,10,4,7,8,
18183,43,25,2023A,4,6,9,5,5,6,6,
18184,87,48,2023A,4,4,3,8,9,5,4,
18185,70,49,2023A,5,9,3,10,7,6,8,
18186,34,61,2024A,7,5,2,3,3,5,7,
18187,18,41,2023A,10,7,4,3,9,8,7,
18188,27,15,2024A,2,8,2,4,8,4,6,
18189,101,69,2025A,10,3,2,6,5,6,8,
18190,80,76,2023A,4,2,2,8,4,3,2,
18191,27,27,2023A,5,6,4,9,4,4,2,
18192,41,46,2025A,3,9,3,7,8,6,9,
18193,66,31,2024A,4,2,5,4,6,4,3,
18194,114,48,2023A,9,1,10,5,7,8,6,
18195,22,38,2025A,4,9,7,9,2,4,4,
18196,115,27,2025A,7,2,5,7,7,6,6,
18197,99,80,2023A,8,3,9,9,6,8,7,
18198,50,19,2023B,7,4,9,9,3,6,4,
18199,109,5,2025A,5,5,2,8,10,7,10,
18200,59,72,2024A,5,6,6,10,2,5,6,
18201,89,47,2024A,6,5,10,7,10,7,3,
18202,67,37,2024B,2,8,10,4,4,6,6,
18203,41,62,2024B,2,5,8,6,3,4,3,
18204,35,36,2025A,4,3,3,5,7,4,2,
18205,119,60,2025A,2,9,4,9,7,6,10,
18206,105,21,2023A,7,1,6,6,7,7,8,
18207,98,3,2025A,10,2,5,7,9,8,9,
18208,18,9,2024B,4,8,7,4,9,7,7,
18209,102,18,2023B,6,2,2,1,9,7,10,
18210,17,27,2024A,4,6,4,3,4,4,4,
18211,74,54,2023A,9,10,8,2,8,8,7,
18212,67,1,2023B,5,4,8,4,10,7,6,
18213,81,35,2024B,5,1,8,5,7,6,2,
18214,102,6,2024B,8,1,2,9,6,6,7,
18215,19,55,2025A,8,6,3,8,9,7,7,
18216,33,34,2025A,8,9,3,4,8,6,6,
18217,23,1,2023A,3,5,5,9,3,4,4,
18218,51,14,2023B,6,9,3,6,4,5,8,
18219,87,46,2024B,4,3,4,2,5,4,2,
18220,88,76,2024B,5,2,8,10,4,6,5,
18221,11,24,2024A,7,1,10,2,6,7,4,
18222,82,56,2023B,10,4,9,1,9,8,4,
18223,111,66,2024B,2,4,6,7,3,4,5,
18224,78,25,2024B,9,6,10,7,5,6,2,
18225,15,49,2025A,10,1,7,2,3,6,4,
18226,42,39,2024B,7,2,4,1,4,5,4,
18227,13,3,2025A,3,2,7,8,7,6,9,
18228,78,59,2024B,4,5,6,8,9,6,4,
18229,80,2,2023B,8,6,8,9,8,8,7,
18230,57,74,2023B,5,7,7,8,5,6,6,
18231,82,30,2024A,5,1,8,3,8,6,3,
18232,55,21,2024B,10,1,6,6,10,8,7,
18233,61,41,2024A,6,7,6,3,8,6,4,
18234,25,36,2024B,9,6,5,6,10,8,6,
18235,18,10,2024B,4,8,7,10,10,6,5,
18236,89,72,2023B,2,2,8,8,8,7,9,
18237,71,75,2024A,6,6,4,5,9,6,6,
18238,46,32,2023B,2,5,6,9,4,5,8,
